sl_no,sl_no_flag,tahsil_name,tahsil_name_flag,junior_basic_villages,junior_basic_villages_flag,junior_basic_schools,junior_basic_schools_flag,senior_basic_villages,senior_basic_villages_flag,senior_basic_schools,senior_basic_schools_flag,higher_secondary_villages,higher_secondary_villages_flag,higher_secondary_schools,higher_secondary_schools_flag,college_villages,college_villages_flag,colleges,colleges_flag,other_edu_villages,other_edu_villages_flag,other_edu_institutions,other_edu_institutions_flag,hospital_villages,hospital_villages_flag,hospitals,hospitals_flag,dispensary_villages,dispensary_villages_flag,dispensaries,dispensaries_flag,mcw_villages,mcw_villages_flag,mcw_centres,mcw_centres_flag,health_centre_villages,health_centre_villages_flag,health_centres,health_centres_flag,family_planning_villages,family_planning_villages_flag,family_planning_centres,family_planning_centres_flag,other_med_villages,other_med_villages_flag,other_med_institutions,other_med_institutions_flag,power_available_villages,power_available_villages_flag,power_not_available_villages,power_not_available_villages_flag,tap_water_villages,tap_water_villages_flag,hand_pipe_villages,hand_pipe_villages_flag,well_villages,well_villages_flag,tank_villages,tank_villages_flag,river_villages,river_villages_flag,fountain_villages,fountain_villages_flag,canal_villages,canal_villages_flag,water_fall_villages,water_fall_villages_flag,lake_villages,lake_villages_flag,tube_well_villages,tube_well_villages_flag,other_water_villages,other_water_villages_flag,no_water_villages,no_water_villages_flag,pucca_road_villages,pucca_road_villages_flag,kachcha_road_villages,kachcha_road_villages_flag,pucca_kachcha_road_villages,pucca_kachcha_road_villages_flag,other_road_villages,other_road_villages_flag,post_office_villages,post_office_villages_flag,post_offices,post_offices_flag,telegraph_office_villages,telegraph_office_villages_flag,telegraph_offices,telegraph_offices_flag,post_telegraph_villages,post_telegraph_villages_flag,post_telegraph_offices,post_telegraph_offices_flag,telephone_villages,telephone_villages_flag,telephones,telephones_flag,row_type,reference_target,requires_review,row_index,pdf_id,district,state,year,format_id,table_id,source_pdf,source_pdf_sha256,source_page_start,source_page_end,anchor_printed_page,continuation_printed_page,metadata_workbook,metadata_workbook_sha256,extracted_at
5,,Mauranipur,,125,,134,,27,,27,,1,,2,,...,,...,,...,,...,,11,,11,,...,,...,,4,,4,,...,,...,,...,,...,,...,,...,,3,,172,,1,,...,,162,,...,,...,,...,,...,,...,,...,,...,,...,,...,,42,,105,,2,,6,,29,,29,,...,,...,,2,,2,,...,,...,,ORDINARY,,False,4,jhansi_tehsil_1971,Jhansi,Uttar Pradesh,1971,format_003,jhansi_tehsil_001,jhansi_tehsil_1971.pdf,797241adbf103c5130804f17f054a15a4e0926b2d0f266c7cb45c2915fec8171,209,210,184,185,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:45:26.121181+00:00
7,,Mahroni,,175,,188,,20,,21,,2,,3,,...,,...,,...,,...,,6,,6,,4,,4,,8,,8,,1,,1,,3,,3,,...,,...,,...,,341,,...,,4,,299,,...,,2,,...,,...,,...,,...,,...,,...,,...,,3,,245,,...,,...,,56,,56,,...,,...,,1,,1,,...,,...,,ORDINARY,,False,5,jhansi_tehsil_1971,Jhansi,Uttar Pradesh,1971,format_003,jhansi_tehsil_001,jhansi_tehsil_1971.pdf,797241adbf103c5130804f17f054a15a4e0926b2d0f266c7cb45c2915fec8171,209,210,184,185,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:45:26.121181+00:00
,,District Total (Rural),,907,,956,,134,,139,,13,,15,,...,,...,,...,,...,,47,,47,,5,,5,,22,,22,,4,,4,,8,,8,,...,,...,,48,,"1,562",,1,,41,,"1,427",,...,,17,,...,,2,,...,,...,,...,,...,,...,,334,,904,,8,,58,,239,,239,,...,,...,,10,,10,,4,,4,,TOTAL,,False,6,jhansi_tehsil_1971,Jhansi,Uttar Pradesh,1971,format_003,jhansi_tehsil_001,jhansi_tehsil_1971.pdf,797241adbf103c5130804f17f054a15a4e0926b2d0f266c7cb45c2915fec8171,209,210,184,185,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:45:26.121181+00:00
1,,Bilhaur,,202,,221,,39,,47,,6,,7,,...,,...,,...,,...,,10,,10,,4,,4,,6,,6,,3,,3,,5,,5,,...,,...,,36,,433,,...,,1,,413,,...,,7,,...,,...,,...,,...,,...,,...,,...,,54,,152,,1,,74,,33,,33,,...,,...,,1,,1,,1,,1,,ORDINARY,,False,0,kanpur_tehsil_1971,Kanpur,Uttar Pradesh,1971,format_003,kanpur_tehsil_001,kanpur_tehsil_1971.pdf,78092a508c4b5804d5327426c9271bfec9d4c2a0ccc1a091e9f207adcc26e61b,243,244,222,223,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:54:03.950672+00:00
2,,Derapur,,187,,213,,36,,43,,17,,17,,...,,...,,1,,1,,8,,8,,4,,4,,3,,3,,1,,1,,5,,5,,...,,...,,8,,339,,...,,59,,328,,1,,...,,...,,...,,...,,...,,...,,...,,...,,14,,169,,...,,41,,36,,36,,...,,...,,1,,1,,2,,2,,ORDINARY,,False,1,kanpur_tehsil_1971,Kanpur,Uttar Pradesh,1971,format_003,kanpur_tehsil_001,kanpur_tehsil_1971.pdf,78092a508c4b5804d5327426c9271bfec9d4c2a0ccc1a091e9f207adcc26e61b,243,244,222,223,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:54:03.950672+00:00
3,,Bhognipur,,163,,178,,27,,32,,11,,11,,...,,...,,...,,...,,9,,9,,10,,10,,1,,1,,...,,...,,2,,2,,...,,...,,19,,322,,...,,1,,307,,...,,...,,...,,...,,...,,...,,...,,...,,...,,56,,232,,15,,4,,22,,22,,...,,...,,2,,2,,...,,...,,ORDINARY,,False,2,kanpur_tehsil_1971,Kanpur,Uttar Pradesh,1971,format_003,kanpur_tehsil_001,kanpur_tehsil_1971.pdf,78092a508c4b5804d5327426c9271bfec9d4c2a0ccc1a091e9f207adcc26e61b,243,244,222,223,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:54:03.950672+00:00
4,,Akbarpur,,160,,167,,27,,33,,10,,11,,...,,...,,...,,...,,5,,5,,6,,6,,3,,3,,...,,...,,1,,1,,...,,...,,14,,284,,...,,...,,288,,...,,...,,...,,...,,...,,...,,...,,...,,...,,58,,67,,4,,12,,34,,34,,...,,...,,1,,1,,1,,1,,ORDINARY,,False,3,kanpur_tehsil_1971,Kanpur,Uttar Pradesh,1971,format_003,kanpur_tehsil_001,kanpur_tehsil_1971.pdf,78092a508c4b5804d5327426c9271bfec9d4c2a0ccc1a091e9f207adcc26e61b,243,244,222,223,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:54:03.950672+00:00
5,,Kanpur,,152,,170,,22,,28,,3,,3,,...,,...,,1,,1,,7,,7,,7,,7,,4,,4,,...,,...,,3,,3,,...,,...,,51,,235,,...,,12,,248,,...,,2,,...,,...,,...,,...,,...,,...,,...,,28,,131,,23,,33,,37,,37,,...,,...,,...,,...,,...,,...,,ORDINARY,,False,4,kanpur_tehsil_1971,Kanpur,Uttar Pradesh,1971,format_003,kanpur_tehsil_001,kanpur_tehsil_1971.pdf,78092a508c4b5804d5327426c9271bfec9d4c2a0ccc1a091e9f207adcc26e61b,243,244,222,223,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:54:03.950672+00:00
6,,Ghatampur,,184,,207,,33,,35,,11,,11,,...,,...,,1,,1,,4,,4,,9,,9,,4,,4,,3,,3,,1,,1,,...,,...,,27,,295,,...,,3,,301,,...,,...,,...,,...,,...,,...,,15,,...,,...,,56,,82,,4,,89,,35,,35,,...,,...,,1,,1,,...,,...,,ORDINARY,,False,5,kanpur_tehsil_1971,Kanpur,Uttar Pradesh,1971,format_003,kanpur_tehsil_001,kanpur_tehsil_1971.pdf,78092a508c4b5804d5327426c9271bfec9d4c2a0ccc1a091e9f207adcc26e61b,243,244,222,223,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:54:03.950672+00:00
,,District Total,,"1,048",,"1,156",,184,,218,,58,,60,,...,,...,,3,,3,,43,,43,,40,,40,,21,,21,,7,,7,,17,,17,,...,,...,,155,,"1,908",,...,,76,,"1,885",,1,,9,,...,,...,,...,,...,,15,,...,,...,,266,,833,,47,,253,,197,,197,,...,,...,,6,,6,,4,,4,,TOTAL,,False,6,kanpur_tehsil_1971,Kanpur,Uttar Pradesh,1971,format_003,kanpur_tehsil_001,kanpur_tehsil_1971.pdf,78092a508c4b5804d5327426c9271bfec9d4c2a0ccc1a091e9f207adcc26e61b,243,244,222,223,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:54:03.950672+00:00
1,,Nighasan,,231,,240,,8,,8,,6,,6,,...,,...,,...,,...,,10,,10,,36,,36,,4,,4,,3,,3,,6,,6,,...,,...,,77,,339,,...,,388,,356,,...,,5,,...,,...,,...,,...,,...,,...,,...,,114,,152,,1,,74,,33,,33,,...,,...,,3,,3,,5,,5,,ORDINARY,,False,0,kheri_tehsil_1971,Kheri,Uttar Pradesh,1971,format_003,kheri_tehsil_001,kheri_tehsil_1971.pdf,be9ea918887a1d6565864a6c203b9bfe3687a8c2ee019309d9f7ba393eaba78d,197,198,176,177,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-31T05:22:19.904181+00:00
2,,Lakhimpur,,360,,377,,15,,17,,14,,15,,2,,2,,...,,...,,12,,16,,8,,8,,7,,7,,5,,6,,5,,5,,...,,...,,126,,559,,...,,605,,65,,17,,1,,...,,14,,...,,...,,...,,...,,...,,195,,500,,...,,...,,36,,36,,...,,...,,3,,3,,1,,1,,ORDINARY,,False,1,kheri_tehsil_1971,Kheri,Uttar Pradesh,1971,format_003,kheri_tehsil_001,kheri_tehsil_1971.pdf,be9ea918887a1d6565864a6c203b9bfe3687a8c2ee019309d9f7ba393eaba78d,197,198,176,177,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-31T05:22:19.904181+00:00
3,,Mohamdi,,317,,324,,24,,27,,4,,4,,...,,...,,...,,...,,12,,12,,39,,40,,5,,5,,3,,3,,3,,3,,...,,...,,208,,452,,...,,148,,604,,...,,20,,...,,...,,...,,...,,...,,...,,...,,129,,464,,...,,...,,...,,...,,...,,...,,...,,...,,...,,...,,ORDINARY,,False,2,kheri_tehsil_1971,Kheri,Uttar Pradesh,1971,format_003,kheri_tehsil_001,kheri_tehsil_1971.pdf,be9ea918887a1d6565864a6c203b9bfe3687a8c2ee019309d9f7ba393eaba78d,197,198,176,177,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-31T05:22:19.904181+00:00
,,District Total (Rural),,908,,941,,47,,52,,24,,25,,2,,2,,...,,...,,34,,38,,83,,84,,16,,16,,11,,12,,14,,14,,...,,...,,411,,"1,350",,...,,"1,141",,"1,025",,77,,26,,...,,14,,...,,...,,...,,...,,...,,438,,"1,116",,...,,...,,197,,197,,...,,...,,6,,6,,6,,6,,TOTAL,,False,3,kheri_tehsil_1971,Kheri,Uttar Pradesh,1971,format_003,kheri_tehsil_001,kheri_tehsil_1971.pdf,be9ea918887a1d6565864a6c203b9bfe3687a8c2ee019309d9f7ba393eaba78d,197,198,176,177,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-31T05:22:19.904181+00:00
1,,Malihabad,,191,,201,,10,,11,,8,,10,,...,,...,,...,,...,,11,,12,,2,,2,,2,,2,,2,,2,,2,,2,,...,,...,,85,,296,,...,,8,,376,,6,,3,,...,,...,,...,,...,,3,,...,,...,,115,,73,,...,,...,,24,,24,,...,,...,,5,,...,,...,,...,,ORDINARY,,False,0,lucknow_tehsil_1971,Lucknow,Uttar Pradesh,1971,format_003,lucknow_tehsil_001,lucknow_tehsil_1971.pdf,28b0ee16066cb4b51abc4645c171ed11e14b69bc8229ea0389b227c6d417eaab,124,125,106,107,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:00:54.418293+00:00
2,,Lucknow,,175,,183,,19,,20,,7,,7,,...,,...,,2,,2,,6,,6,,6,,6,,4,,4,,4,,4,,4,,4,,...,,...,,108,,200,,...,,2,,302,,22,,4,,...,,14,,...,,...,,1,,...,,...,,110,,107,,...,,...,,31,,31,,1,,1,,3,,3,,...,,...,,ORDINARY,,False,1,lucknow_tehsil_1971,Lucknow,Uttar Pradesh,1971,format_003,lucknow_tehsil_001,lucknow_tehsil_1971.pdf,28b0ee16066cb4b51abc4645c171ed11e14b69bc8229ea0389b227c6d417eaab,124,125,106,107,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:00:54.418293+00:00
3,,Mohanlalganj,,135,,153,,12,,13,,4,,4,,...,,...,,...,,...,,10,,10,,4,,4,,7,,7,,4,,4,,5,,5,,...,,...,,41,,190,,...,,3,,227,,7,,...,,...,,...,,...,,...,,...,,...,,...,,76,,73,,...,,...,,23,,23,,...,,...,,4,,...,,...,,...,,ORDINARY,,False,2,lucknow_tehsil_1971,Lucknow,Uttar Pradesh,1971,format_003,lucknow_tehsil_001,lucknow_tehsil_1971.pdf,28b0ee16066cb4b51abc4645c171ed11e14b69bc8229ea0389b227c6d417eaab,124,125,106,107,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:00:54.418293+00:00
,,District Total,,501,,537,,41,,44,,19,,21,,...,,...,,2,,2,,27,,28,,12,,12,,13,,13,,10,,10,,11,,11,,...,,...,,234,,686,,...,,13,,905,,35,,7,,...,,14,,...,,...,,4,,...,,...,,301,,253,,...,,...,,78,,78,,1,,1,,...,,...,,1,,...,,TOTAL,,False,3,lucknow_tehsil_1971,Lucknow,Uttar Pradesh,1971,format_003,lucknow_tehsil_001,lucknow_tehsil_1971.pdf,28b0ee16066cb4b51abc4645c171ed11e14b69bc8229ea0389b227c6d417eaab,124,125,106,107,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:00:54.418293+00:00
1,,Shikohabad,,157,,187,,32,,38,,2,,2,,...,,...,,...,,...,,3,,3,,5,,5,,...,,...,,...,,...,,1,,1,,...,,...,,172,,119,,...,,32,,283,,1,,2,,...,,...,,...,,...,,1,,...,,...,,92,,94,,...,,1,,26,,28,,...,,...,,1,,1,,...,,...,,ORDINARY,,False,0,mainpuri_tehsil_1971,Mainpuri,Uttar Pradesh,1971,format_003,mainpuri_tehsil_001,mainpuri_tehsil_1971.pdf,025aea215f59014c07d9262cf0adafdbbc4189c1c4c74b9ad613807080cdded9,175,176,160,161,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:03:42.887913+00:00
2,,Karhal,,115,,133,,17,,20,,1,,2,,1,,1,,...,,...,,4,,4,,1,,1,,...,,...,,...,,...,,1,,1,,...,,...,,55,,138,,...,,10,,190,,11,,4,,...,,1,,...,,...,,13,,...,,...,,55,,86,,...,,13,,16,,16,,1,,1,,...,,...,,1,,1,,ORDINARY,,False,1,mainpuri_tehsil_1971,Mainpuri,Uttar Pradesh,1971,format_003,mainpuri_tehsil_001,mainpuri_tehsil_1971.pdf,025aea215f59014c07d9262cf0adafdbbc4189c1c4c74b9ad613807080cdded9,175,176,160,161,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:03:42.887913+00:00
3,,Mainpuri,,132,,202,,28,,33,,9,,9,,...,,...,,1,,1,,4,,4,,...,,...,,3,,3,,...,,...,,2,,2,,...,,...,,87,,168,,...,,42,,242,,2,,...,,...,,...,,...,,...,,5,,...,,...,,84,,164,,...,,4,,35,,35,,1,,1,,4,,4,,...,,...,,ORDINARY,,False,2,mainpuri_tehsil_1971,Mainpuri,Uttar Pradesh,1971,format_003,mainpuri_tehsil_001,mainpuri_tehsil_1971.pdf,025aea215f59014c07d9262cf0adafdbbc4189c1c4c74b9ad613807080cdded9,175,176,160,161,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:03:42.887913+00:00
4,,Jasrana,,142,,172,,18,,19,,9,,11,,...,,...,,...,,...,,5,,5,,...,,...,,6,,6,,...,,...,,3,,3,,...,,...,,110,,165,,...,,1,,239,,...,,...,,...,,...,,...,,...,,...,,...,,...,,58,,53,,...,,59,,27,,27,,1,,1,,2,,2,,1,,1,,ORDINARY,,False,3,mainpuri_tehsil_1971,Mainpuri,Uttar Pradesh,1971,format_003,mainpuri_tehsil_001,mainpuri_tehsil_1971.pdf,025aea215f59014c07d9262cf0adafdbbc4189c1c4c74b9ad613807080cdded9,175,176,160,161,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:03:42.887913+00:00
5,,Bhongaon,,232,,323,,41,,44,,12,,12,,3,,3,,...,,...,,10,,10,,4,,4,,4,,4,,2,,2,,4,,4,,...,,...,,41,,373,,...,,145,,389,,...,,...,,...,,...,,...,,...,,...,,...,,...,,101,,30,,6,,21,,49,,49,,2,,2,,...,,...,,...,,...,,ORDINARY,,False,4,mainpuri_tehsil_1971,Mainpuri,Uttar Pradesh,1971,format_003,mainpuri_tehsil_001,mainpuri_tehsil_1971.pdf,025aea215f59014c07d9262cf0adafdbbc4189c1c4c74b9ad613807080cdded9,175,176,160,161,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:03:42.887913+00:00
,,District Total,,778,,"1,017",,136,,154,,33,,36,,4,,4,,1,,1,,26,,26,,10,,10,,13,,13,,2,,2,,11,,11,,...,,...,,465,,964,,...,,230,,"1,343",,14,,6,,...,,1,,...,,...,,19,,...,,...,,390,,427,,6,,101,,155,,155,,5,,5,,7,,7,,2,,2,,TOTAL,,False,5,mainpuri_tehsil_1971,Mainpuri,Uttar Pradesh,1971,format_003,mainpuri_tehsil_001,mainpuri_tehsil_1971.pdf,025aea215f59014c07d9262cf0adafdbbc4189c1c4c74b9ad613807080cdded9,175,176,160,161,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:03:42.887913+00:00
1,,Chhata,,135,,152,,10,,10,,4,,4,,...,,...,,...,,...,,6,,6,,5,,5,,9,,9,,1,,1,,5,,5,,...,,...,,5,,201,,...,,5,,170,,1,,12,,...,,...,,...,,...,,...,,...,,...,,35,,32,,5,,11,,33,,33,,...,,...,,1,,1,,4,,4,,ORDINARY,,False,0,mathura_tehsil_1971,Mathura,Uttar Pradesh,1971,format_003,mathura_tehsil_001,mathura_tehsil_1971.pdf,a0f31ea32684970d84ec7d38b8e42ca6e67527718b4440708dbc4a8b0f3fcacd,133,134,114,115,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:07:38.310780+00:00
2,,Mathura,,171,,215,,21,,21,,6,,6,,2,,2,,...,,...,,1,,1,,14,,14,,8,,8,,1,,1,,6,,6,,...,,...,,42,,214,,...,,...,,212,,3,,...,,...,,...,,...,,...,,3,,...,,...,,55,,43,,19,,29,,35,,35,,3,,3,,5,,5,,7,,7,,ORDINARY,,False,1,mathura_tehsil_1971,Mathura,Uttar Pradesh,1971,format_003,mathura_tehsil_001,mathura_tehsil_1971.pdf,a0f31ea32684970d84ec7d38b8e42ca6e67527718b4440708dbc4a8b0f3fcacd,133,134,114,115,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:07:38.310780+00:00
3,,Mat,,170,,204,,24,,24,,10,,10,,...,,...,,...,,...,,16,,17,,...,,...,,2,,2,,1,,1,,3,,3,,...,,...,,46,,278,,...,,35,,256,,...,,3,,...,,7,,...,,...,,44,,...,,...,,44,,29,,7,,71,,47,,47,,...,,...,,1,,1,,1,,1,,ORDINARY,,False,2,mathura_tehsil_1971,Mathura,Uttar Pradesh,1971,format_003,mathura_tehsil_001,mathura_tehsil_1971.pdf,a0f31ea32684970d84ec7d38b8e42ca6e67527718b4440708dbc4a8b0f3fcacd,133,134,114,115,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:07:38.310780+00:00
4,,Sadabad,,164,,180,,20,,20,,2,,2,,2,,2,,...,,...,,8,,8,,20,,20,,...,,...,,...,,...,,3,,3,,...,,...,,97,,125,,...,,1,,214,,...,,...,,...,,...,,...,,...,,11,,...,,...,,56,,46,,...,,7,,36,,36,,...,,...,,...,,...,,...,,...,,ORDINARY,,False,3,mathura_tehsil_1971,Mathura,Uttar Pradesh,1971,format_003,mathura_tehsil_001,mathura_tehsil_1971.pdf,a0f31ea32684970d84ec7d38b8e42ca6e67527718b4440708dbc4a8b0f3fcacd,133,134,114,115,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:07:38.310780+00:00
,,District Total,,640,,751,,75,,75,,22,,22,,4,,4,,...,,...,,31,,32,,39,,39,,19,,19,,3,,3,,17,,17,,...,,...,,190,,818,,...,,41,,852,,4,,15,,...,,7,,...,,...,,59,,...,,...,,190,,150,,31,,118,,151,,151,,3,,3,,7,,7,,12,,12,,TOTAL,,False,4,mathura_tehsil_1971,Mathura,Uttar Pradesh,1971,format_003,mathura_tehsil_001,mathura_tehsil_1971.pdf,a0f31ea32684970d84ec7d38b8e42ca6e67527718b4440708dbc4a8b0f3fcacd,133,134,114,115,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:07:38.310780+00:00
1,,Baghpat,,191,,250,,23,,25,,20,,20,,...,,...,,...,,...,,5,,6,,3,,3,,...,,...,,1,,1,,1,,1,,...,,...,,123,,131,,...,,214,,215,,...,,2,,...,,...,,...,,...,,...,,...,,...,,54,,59,,22,,36,,68,,68,,...,,...,,4,,4,,3,,3,,ORDINARY,,False,0,meerut_tehsil_1971,Meerut,Uttar Pradesh,1971,format_003,meerut_tehsil_001,meerut_tehsil_1971.pdf,d289bc43edfdbc443fd090cc05d367fd09b46ddbcf762e5c568eff2917bba93e,214,215,194,195,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:23:46.314353+00:00
2,,Ghaziabad,,205,,238,,16,,17,,14,,14,,...,,...,,...,,...,,5,,5,,4,,4,,3,,3,,1,,1,,1,,1,,...,,...,,113,,219,,...,,293,,295,,...,,...,,...,,...,,...,,...,,3,,...,,...,,89,,53,,4,,22,,65,,65,,...,,...,,...,,...,,2,,2,,ORDINARY,,False,1,meerut_tehsil_1971,Meerut,Uttar Pradesh,1971,format_003,meerut_tehsil_001,meerut_tehsil_1971.pdf,d289bc43edfdbc443fd090cc05d367fd09b46ddbcf762e5c568eff2917bba93e,214,215,194,195,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:23:46.314353+00:00
3,,Sardhana,,186,,196,,18,,19,,17,,19,,...,,...,,...,,...,,7,,7,,3,,3,,...,,...,,...,,...,,...,,...,,...,,...,,134,,72,,...,,194,,185,,...,,...,,...,,...,,...,,...,,...,,...,,...,,73,,103,,6,,10,,69,,69,,...,,...,,1,,1,,1,,1,,ORDINARY,,False,2,meerut_tehsil_1971,Meerut,Uttar Pradesh,1971,format_003,meerut_tehsil_001,meerut_tehsil_1971.pdf,d289bc43edfdbc443fd090cc05d367fd09b46ddbcf762e5c568eff2917bba93e,214,215,194,195,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:23:46.314353+00:00
